image_path,filename,category,width,height,format,mode,size_kb,md5_hash
data\raw\informative\informative_45_1767267949034.jpg,informative_45_1767267949034.jpg,informative,120,120,JPEG,RGB,8.90234375,3818c8f146f802530075d6774e4bb9d8
data\raw\informative\informative_46_1767267949842.jpg,informative_46_1767267949842.jpg,informative,120,120,JPEG,RGB,8.71875,ce939e0be65849083c0bc2144f804535
data\raw\informative\informative_47_1767267950622.jpg,informative_47_1767267950622.jpg,informative,120,120,JPEG,RGB,8.7080078125,0dcaa5e140c0b4c720834a08f3ff8adb
data\raw\informative\informative_48_1767267951395.jpg,informative_48_1767267951395.jpg,informative,120,120,JPEG,RGB,9.1171875,ad309a5205452bfe05cbbd29d5539f64
data\raw\informative\informative_49_1767267952219.jpg,informative_49_1767267952219.jpg,informative,120,120,JPEG,RGB,9.119140625,51a0b73a8c29da7caf58f09c13f8a48e
data\raw\informative\informative_4_1767267914617.jpg,informative_4_1767267914617.jpg,informative,60,52,JPEG,RGB,2.8828125,f498b477800c10bb8824f374566bdd97
data\raw\informative\informative_50_1767267953015.jpg,informative_50_1767267953015.jpg,informative,120,120,JPEG,RGB,8.3916015625,9085acfb42ae800ec8820e15cde9ba31
data\raw\informative\informative_51_1767267953771.jpg,informative_51_1767267953771.jpg,informative,120,120,JPEG,RGB,7.8037109375,9322024ca3f11a493f14b8f7d284d39c
data\raw\informative\informative_52_1767267954525.jpg,informative_52_1767267954525.jpg,informative,120,120,JPEG,RGB,8.482421875,571a47c578b0dad3fd8345842c7cd7d6
data\raw\informative\informative_53_1767267955396.jpg,informative_53_1767267955396.jpg,informative,120,120,JPEG,RGB,8.5244140625,a724aca475eccb87b745d6611a1992af
data\raw\informative\informative_54_1767267956195.jpg,informative_54_1767267956195.jpg,informative,120,120,JPEG,RGB,8.3505859375,5032abb46ae395b2727e09929de93587
data\raw\informative\informative_55_1767267956965.jpg,informative_55_1767267956965.jpg,informative,120,120,JPEG,RGB,8.3916015625,450af924196a409d235edc1b10cf8b42
data\raw\informative\informative_56_1767267957769.jpg,informative_56_1767267957769.jpg,informative,120,120,JPEG,RGB,8.3671875,77abb1ddcae7e697bb5991bbff3f3d13
data\raw\informative\informative_57_1767267958566.jpg,informative_57_1767267958566.jpg,informative,120,120,JPEG,RGB,8.216796875,efecb9de013a517512017fa4a667a408
data\raw\informative\informative_58_1767267959388.jpg,informative_58_1767267959388.jpg,informative,120,120,JPEG,RGB,8.4970703125,15fb90349e638a6272acc8446da0ef75
data\raw\informative\informative_59_1767267960219.jpg,informative_59_1767267960219.jpg,informative,120,120,JPEG,RGB,8.345703125,3bbc06f50fce8007315749ae810ffcb2
data\raw\informative\informative_5_1767267915656.jpg,informative_5_1767267915656.jpg,informative,250,187,JPEG,RGB,38.314453125,6582e11bb3e6533b19a0e8a2d9e9d279
data\raw\informative\informative_60_1767267961027.jpg,informative_60_1767267961027.jpg,informative,120,161,JPEG,RGB,10.4970703125,6d204aea80605b7eb4d0197edc9bfac0
data\raw\informative\informative_61_1767267961841.jpg,informative_61_1767267961841.jpg,informative,120,128,JPEG,RGB,9.0849609375,e2ffefc98c280c06d44413fe7426914c
data\raw\informative\informative_62_1767267962664.jpg,informative_62_1767267962664.jpg,informative,120,107,JPEG,RGB,12.212890625,f998bc0f8a86647f49e739cd1154bdaf
data\raw\informative\informative_63_1767267963479.jpg,informative_63_1767267963479.jpg,informative,120,107,JPEG,RGB,12.4609375,039c02ad37de6bc648fc945a6edbeca1
data\raw\informative\informative_64_1767267964245.jpg,informative_64_1767267964245.jpg,informative,120,128,JPEG,RGB,9.5341796875,a8b30aac8a5b639a348fd12008bfe2d4
data\raw\informative\informative_66_1767267966130.jpg,informative_66_1767267966130.jpg,informative,120,120,JPEG,RGB,8.44921875,748c0e3277682974882645a7b0668ffa
data\raw\informative\informative_67_1767267966953.jpg,informative_67_1767267966953.jpg,informative,120,120,JPEG,RGB,8.154296875,194a239f483bd5e84b36d8e22a659f86
data\raw\informative\informative_68_1767267967750.jpg,informative_68_1767267967750.jpg,informative,120,120,JPEG,RGB,7.6591796875,02a5c0c75af4fc6ffb007fd688be5c82
data\raw\informative\informative_69_1767267968515.jpg,informative_69_1767267968515.jpg,informative,120,120,JPEG,RGB,7.1337890625,3222e6f260375fab6533b5e625b14637
data\raw\informative\informative_71_1767267970173.jpg,informative_71_1767267970173.jpg,informative,120,120,JPEG,RGB,7.6083984375,1c897ede4e6b86b22955ef01dfba86f5
data\raw\informative\informative_72_1767267970971.jpg,informative_72_1767267970971.jpg,informative,120,120,JPEG,RGB,8.234375,f5cda5c08343b4f2391e511ee5622db2
data\raw\informative\informative_75_1767267973274.jpg,informative_75_1767267973274.jpg,informative,120,120,JPEG,RGB,8.02734375,ccf45bd89a9c58e03efa0274ec730204
data\raw\informative\informative_76_1767267974030.jpg,informative_76_1767267974030.jpg,informative,120,120,JPEG,RGB,8.126953125,a83c6eb15ebc1971bb427ce8aefb518c
data\raw\informative\informative_77_1767267974804.jpg,informative_77_1767267974804.jpg,informative,120,120,JPEG,RGB,8.5947265625,df55430d2bb99d82cd9efae578ad68e6
data\raw\informative\informative_78_1767267975619.jpg,informative_78_1767267975619.jpg,informative,120,120,JPEG,RGB,8.6943359375,b56fc80370c34a802491c19c1095ec14
data\raw\informative\informative_79_1767267976408.jpg,informative_79_1767267976408.jpg,informative,120,120,JPEG,RGB,8.4130859375,2f02ea21c68ced2e29037e33ea4736b2
data\raw\informative\informative_7_1767267917560.jpg,informative_7_1767267917560.jpg,informative,250,187,JPEG,RGB,26.69921875,6e454af1db9e13a8c7d82066ac422d11
data\raw\informative\informative_80_1767267977186.jpg,informative_80_1767267977186.jpg,informative,120,120,JPEG,RGB,8.794921875,e2c32b948ee1551f92520e2878bfd077
data\raw\informative\informative_81_1767267977968.jpg,informative_81_1767267977968.jpg,informative,120,106,JPEG,RGB,5.9951171875,3437aa1c4bbe1aedb8f301a9318f665f
data\raw\informative\informative_82_1767267978729.jpg,informative_82_1767267978729.jpg,informative,120,106,JPEG,RGB,6.0439453125,0962c6fa7934363d26ea3946dc1e1710
data\raw\informative\informative_83_1767267979496.jpg,informative_83_1767267979496.jpg,informative,120,106,JPEG,RGB,6.8681640625,f0e3d5ff4665dc1505d2c632a091a473
data\raw\informative\informative_84_1767267980270.jpg,informative_84_1767267980270.jpg,informative,120,106,JPEG,RGB,6.87109375,83b35cbbc7a33b7427e9a0fe4759dbd6
data\raw\informative\informative_85_1767267981033.jpg,informative_85_1767267981033.jpg,informative,120,106,JPEG,RGB,6.1474609375,1376981a5e151eb643b0cb090adc1fe2
data\raw\informative\informative_86_1767267981801.jpg,informative_86_1767267981801.jpg,informative,120,106,JPEG,RGB,6.0380859375,e3822f1a72c6c0342f2d606ea7a5b1a1
data\raw\informative\informative_87_1767267982597.jpg,informative_87_1767267982597.jpg,informative,120,106,JPEG,RGB,6.2236328125,45d8d70ecfb17d94f7acd8582e85ff05
data\raw\informative\informative_88_1767267983388.jpg,informative_88_1767267983388.jpg,informative,120,106,JPEG,RGB,5.8642578125,e62def1b0c8ad3ba01ded2f0c69fca33
data\raw\informative\informative_89_1767267984169.jpg,informative_89_1767267984169.jpg,informative,120,106,JPEG,RGB,5.8857421875,ab8a39f3d1b68f4dd75c527a99e91bed
data\raw\informative\informative_8_1767267918339.jpg,informative_8_1767267918339.jpg,informative,120,120,JPEG,RGB,6.5302734375,5d102c829dce1ed78b380237d96b2ece
data\raw\informative\informative_90_1767267984958.jpg,informative_90_1767267984958.jpg,informative,120,106,JPEG,RGB,6.1357421875,fb97fde1305c2b77f84cdd15ffcea01a
data\raw\informative\informative_91_1767267985723.jpg,informative_91_1767267985723.jpg,informative,120,106,JPEG,RGB,6.1416015625,e5a844ae20b139123423485712ea27b5
data\raw\informative\informative_92_1767267986523.jpg,informative_92_1767267986523.jpg,informative,120,106,JPEG,RGB,5.9091796875,a9b84b33a04e3a84bc9509c00c95a099
data\raw\informative\informative_93_1767267987346.jpg,informative_93_1767267987346.jpg,informative,120,106,JPEG,RGB,5.8671875,7914221e8a5e8de5302b4d6be000cfa8
data\raw\informative\informative_94_1767267988101.jpg,informative_94_1767267988101.jpg,informative,120,106,JPEG,RGB,5.78125,a2c4202593323ce444765e5419704b77
data\raw\informative\informative_95_1767267988895.jpg,informative_95_1767267988895.jpg,informative,120,106,JPEG,RGB,6.0009765625,fea1ce89b972113d76e3d0f73366b2e0
data\raw\informative\informative_96_1767267989681.jpg,informative_96_1767267989681.jpg,informative,120,106,JPEG,RGB,6.6513671875,d5bb483629f1f453e4ba357e76262625
data\raw\informative\informative_97_1767267990652.jpg,informative_97_1767267990652.jpg,informative,120,106,JPEG,RGB,6.1142578125,a162b3e7eb7067d249c6b5fde1b1910e
data\raw\informative\informative_98_1767267991415.jpg,informative_98_1767267991415.jpg,informative,120,106,JPEG,RGB,5.984375,fea7e7b32f8a7aa2e8b6ecf364a89849
data\raw\informative\informative_99_1767267992196.jpg,informative_99_1767267992196.jpg,informative,120,106,JPEG,RGB,5.98828125,28e28c53f734a39f7f5a812591d7c2de
data\raw\informative\informative_9_1767267919199.jpg,informative_9_1767267919199.jpg,informative,120,120,JPEG,RGB,5.103515625,8b103c6c7b5668593e74fa709a6dae9d
